reported_date,school_board,municipality,confirmed_student_cases
2020-10-19,Hamilton Wentworth Catholic District School Board,Hamilton,0
2020-10-19,Hamilton Wentworth Catholic District School Board,Hamilton,0
2020-10-19,Hamilton Wentworth Catholic District School Board,Hamilton,0
2020-10-19,Hamilton Wentworth Catholic District School Board,Hamilton,1
2020-10-19,Hamilton Wentworth Catholic District School Board,Hamilton,1
2020-10-19,Hamilton Wentworth Catholic District School Board,Hamilton,2
2020-10-19,Hamilton Wentworth Catholic District School Board,Hamilton,1
2020-10-19,Hamilton Wentworth Catholic District School Board,Hamilton,0
2020-10-19,Hamilton Wentworth District School Board,Hamilton,3
2020-10-19,Hamilton Wentworth District School Board,Hamilton,1
2020-10-19,Hamilton Wentworth District School Board,Hamilton,0
2020-10-19,Hamilton Wentworth District School Board,Hamilton,1
2020-10-19,Hamilton Wentworth District School Board,Hamilton,0
2020-10-19,Hamilton Wentworth District School Board,Hamilton,0
2020-10-19,Hamilton Wentworth District School Board,Hamilton,0
2020-10-19,Hamilton Wentworth District School Board,Hamilton,2
2020-10-19,Hamilton Wentworth District School Board,Hamilton,1
2020-10-19,Kawartha Pine Ridge District School Board,Peterborough,0
2020-10-19,Kawartha Pine Ridge District School Board,Clarington,0
2020-10-19,Kawartha Pine Ridge District School Board,Clarington,0
2020-10-19,Kenora Catholic District School Board,Kenora,1
2020-10-19,Kenora Catholic District School Board,Kenora,1
2020-10-19,Lambton Kent District School Board,Sarnia,1
2020-10-19,Lambton Kent District School Board,St. Clair,1
2020-10-19,Lambton Kent District School Board,Sarnia,1
2020-10-19,Le Conseil scolaire catholique MonAvenir,Milton,2
2020-10-19,Le Conseil scolaire catholique MonAvenir,Toronto,2
2020-10-19,Le Conseil scolaire catholique MonAvenir,Oakville,1
2020-10-19,Le Conseil scolaire catholique MonAvenir,Niagara Falls,2
2020-10-19,Limestone District School Board,Kingston,1
2020-10-19,Limestone District School Board,Kingston,1
2020-10-19,Niagara Catholic District School Board,Grimsby,1
2020-10-19,Niagara Catholic District School Board,St. Catharines,1
2020-10-19,Niagara Catholic District School Board,Niagara Falls,2
2020-10-19,Niagara Catholic District School Board,St. Catharines,0
2020-10-19,Niagara Catholic District School Board,Niagara Falls,1
2020-10-19,Ottawa Catholic School Board,Ottawa,4
2020-10-19,Ottawa Catholic School Board,Ottawa,5
2020-10-19,Ottawa Catholic School Board,Ottawa,1
2020-10-19,Ottawa Catholic School Board,Ottawa,1
2020-10-19,Ottawa Catholic School Board,Ottawa,2
2020-10-19,Ottawa Catholic School Board,Ottawa,0
2020-10-19,Ottawa Catholic School Board,Ottawa,1
2020-10-19,Ottawa Catholic School Board,Ottawa,1
2020-10-19,Ottawa Catholic School Board,Ottawa,3
2020-10-19,Ottawa Catholic School Board,Ottawa,3
2020-10-19,Ottawa Catholic School Board,Ottawa,3
2020-10-19,Ottawa Catholic School Board,Ottawa,1
2020-10-19,Ottawa Catholic School Board,Ottawa,6
2020-10-19,Ottawa Catholic School Board,Ottawa,0
2020-10-19,Ottawa Catholic School Board,Ottawa,3
2020-10-19,Ottawa Catholic School Board,Ottawa,1
2020-10-19,Ottawa Catholic School Board,Ottawa,3
2020-10-19,Ottawa Catholic School Board,Ottawa,5
2020-10-19,Ottawa Catholic School Board,Ottawa,4
2020-10-19,Ottawa Catholic School Board,Ottawa,1
2020-10-19,Ottawa Catholic School Board,Ottawa,1
2020-10-19,Ottawa Catholic School Board,Ottawa,1
2020-10-19,Ottawa Catholic School Board,Ottawa,1
2020-10-19,Ottawa Catholic School Board,Ottawa,2
2020-10-19,Ottawa Catholic School Board,Ottawa,0
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,2
2020-10-19,Ottawa-Carleton District School Board,Ottawa,4
2020-10-19,Ottawa-Carleton District School Board,Ottawa,2
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,0
2020-10-19,Ottawa-Carleton District School Board,Ottawa,0
2020-10-19,Ottawa-Carleton District School Board,Ottawa,5
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,0
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,0
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,0
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,2
2020-10-19,Ottawa-Carleton District School Board,Ottawa,6
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,0
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,0
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,3
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,2
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,2
2020-10-19,Ottawa-Carleton District School Board,Ottawa,1
2020-10-19,Ottawa-Carleton District School Board,Ottawa,6
2020-10-19,Peel District School Board,Caledon,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Caledon,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Caledon,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Mississauga,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peel District School Board,Brampton,0
2020-10-19,Peterborough Victoria Northumberland & Clarington Catholic District School Board,Clarington,1
2020-10-19,Renfrew County District School Board,Bonnechere Valley,1
2020-10-19,Simcoe County District School Board,Barrie,0
2020-10-19,Simcoe County District School Board,Collingwood,0
2020-10-19,Simcoe County District School Board,Barrie,0
2020-10-19,Simcoe County District School Board,Essa Township,0
2020-10-19,Simcoe County District School Board,New Tecumseth,0
2020-10-19,Simcoe Muskoka Catholic District School Board,New Tecumseth,0
2020-10-19,Simcoe Muskoka Catholic District School Board,Tay Township,0
2020-10-19,Simcoe Muskoka Catholic District School Board,Barrie,0
2020-10-19,Simcoe Muskoka Catholic District School Board,Barrie,0
2020-10-19,Simcoe Muskoka Catholic District School Board,Bradford West Gwillimbury,0
2020-10-19,Thames Valley District School Board,Strathroy-Caradoc,1
2020-10-19,Thames Valley District School Board,Thames Centre,1
2020-10-19,Thames Valley District School Board,London,1
2020-10-19,Thames Valley District School Board,London,1
2020-10-19,Toronto Catholic District School Board,Toronto,3
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,0
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,0
2020-10-19,Toronto Catholic District School Board,Toronto,3
2020-10-19,Toronto Catholic District School Board,Toronto,3
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,2
2020-10-19,Toronto Catholic District School Board,Toronto,0
2020-10-19,Toronto Catholic District School Board,Toronto,0
2020-10-19,Toronto Catholic District School Board,Toronto,3
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,5
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,0
2020-10-19,Toronto Catholic District School Board,Toronto,0
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,3
2020-10-19,Toronto Catholic District School Board,Toronto,0
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,3
2020-10-19,Toronto Catholic District School Board,Toronto,0
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,0
2020-10-19,Toronto Catholic District School Board,Toronto,0
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,1
2020-10-19,Toronto Catholic District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,4
2020-10-19,Toronto District School Board,Toronto,3
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,3
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,7
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,3
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,5
2020-10-19,Toronto District School Board,Toronto,3
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,3
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,3
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,3
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,0
2020-10-19,Toronto District School Board,Toronto,2
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Toronto District School Board,Toronto,1
2020-10-19,Upper Canada District School Board,Clarence-Rockland,1
2020-10-19,Upper Grand District School Board,Guelph,0
2020-10-19,Upper Grand District School Board,Orangeville,2
2020-10-19,Upper Grand District School Board,Minto,1
2020-10-19,Upper Grand District School Board,Guelph,1
2020-10-19,Upper Grand District School Board,Guelph,2
2020-10-19,Waterloo Catholic District School Board,Cambridge,2
2020-10-19,Waterloo Region District School Board,Kitchener,1
2020-10-19,Waterloo Region District School Board,Kitchener,1
2020-10-19,Waterloo Region District School Board,Kitchener,1
2020-10-19,Waterloo Region District School Board,Kitchener,2
2020-10-19,Waterloo Region District School Board,Kitchener,2
2020-10-19,Waterloo Region District School Board,Waterloo,1
2020-10-19,Waterloo Region District School Board,Waterloo,2
2020-10-19,Wellington Catholic District School Board,Guelph,1
2020-10-19,York Catholic District School Board,Aurora,0
2020-10-19,York Catholic District School Board,Vaughan,0
2020-10-19,York Catholic District School Board,Vaughan,0
2020-10-19,York Catholic District School Board,Vaughan,0
2020-10-19,York Catholic District School Board,Vaughan,0
2020-10-19,York Catholic District School Board,King,0
2020-10-19,York Catholic District School Board,Vaughan,0
2020-10-19,York Catholic District School Board,Vaughan,0
2020-10-19,York Catholic District School Board,Vaughan,0
2020-10-19,York Catholic District School Board,Vaughan,0
2020-10-19,York Catholic District School Board,Vaughan,0
2020-10-19,York Catholic District School Board,Aurora,0
2020-10-19,York Catholic District School Board,Markham,0
2020-10-19,York Region District School Board,Vaughan,0
2020-10-19,York Region District School Board,Markham,0
2020-10-19,York Region District School Board,Richmond Hill,0
2020-10-19,York Region District School Board,Markham,0
2020-10-19,York Region District School Board,Newmarket,0
2020-10-19,York Region District School Board,Markham,0
2020-10-19,York Region District School Board,Vaughan,0
2020-10-19,York Region District School Board,Vaughan,0
2020-10-19,York Region District School Board,Whitchurch-Stouffville,0
2020-10-19,York Region District School Board,Newmarket,0
2020-10-19,York Region District School Board,King,0
2020-10-19,York Region District School Board,King,0
2020-10-19,York Region District School Board,Markham,0
2020-10-19,York Region District School Board,Markham,0
2020-10-19,York Region District School Board,Markham,0
2020-10-19,York Region District School Board,Vaughan,0
2020-10-19,York Region District School Board,Markham,0
2020-10-19,York Region District School Board,Richmond Hill,0
2020-10-19,York Region District School Board,Vaughan,0
2020-10-19,York Region District School Board,Whitchurch-Stouffville,0
2020-10-19,York Region District School Board,Richmond Hill,0
2020-10-19,York Region District School Board,Whitchurch-Stouffville,0
2020-10-19,York Region District School Board,Vaughan,0
2020-10-20,Algonquin Lakeshore Catholic District School Board,Belleville,1
2020-10-20,Bluewater District School Board,Grey Highlands,3
2020-10-20,Brant Haldimand Norfolk Catholic District School Board,Brantford,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,3
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,6
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,4
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,2
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,2
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,2
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,2
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,3
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,2
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,2
2020-10-20,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-10-20,Conseil scolaire de district catholique de l'Est ontarien,Russell,2
2020-10-20,Conseil scolaire de district catholique de l'Est ontarien,Clarence-Rockland,1
2020-10-20,Conseil scolaire de district catholique de l'Est ontarien,Russell,1
2020-10-20,Conseil scolaire de district catholique de l'Est ontarien,Russell,0
2020-10-20,Conseil scolaire de district catholique de l'Est ontarien,Russell,1
2020-10-20,Conseil scolaire de district catholique de l'Est ontarien,Clarence-Rockland,1
2020-10-20,Conseil scolaire de district catholique des Grandes Rivières,Timmins,0
2020-10-20,Conseil Scolaire Viamonde,Toronto,1
2020-10-20,Conseil Scolaire Viamonde,Toronto,0
2020-10-20,Conseil Scolaire Viamonde,Toronto,1
2020-10-20,District School Board of Niagara,St. Catharines,1
2020-10-20,District School Board of Niagara,Niagara Falls,0
2020-10-20,District School Board of Niagara,Grimsby,1
2020-10-20,District School Board of Niagara,St. Catherines,0
2020-10-20,District School Board Ontario North East,Town of Kapuskasing,0
2020-10-20,District School Board Ontario North East,Timmins,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Brampton,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Brampton,0
2020-10-20,Dufferin-Peel Catholic District School Board,Brampton,0
2020-10-20,Dufferin-Peel Catholic District School Board,Brampton,0
2020-10-20,Dufferin-Peel Catholic District School Board,Brampton,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Brampton,0
2020-10-20,Dufferin-Peel Catholic District School Board,Brampton,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Brampton,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Brampton,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Caledon,0
2020-10-20,Dufferin-Peel Catholic District School Board,Orangeville,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Brampton,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Dufferin-Peel Catholic District School Board,Caledon,0
2020-10-20,Dufferin-Peel Catholic District School Board,Mississauga,0
2020-10-20,Durham Catholic District School Board,Pickering,1
2020-10-20,Durham Catholic District School Board,Ajax,1
2020-10-20,Durham District School Board,Whitby,1
2020-10-20,Durham District School Board,Whitby,1
2020-10-20,Durham District School Board,Oshawa,0
2020-10-20,Durham District School Board,Pickering,2
2020-10-20,Durham District School Board,Oshawa,0
2020-10-20,Durham District School Board,Whitby,0
2020-10-20,Durham District School Board,Brock,1
2020-10-20,Durham District School Board,Ajax,1
2020-10-20,Durham District School Board,Pickering,0
2020-10-20,Durham District School Board,Scugog,0
2020-10-20,Durham District School Board,Oshawa,0
2020-10-20,Durham District School Board,Oshawa,4
2020-10-20,Durham District School Board,Whitby,0
2020-10-20,Durham District School Board,Ajax,0
2020-10-20,Durham District School Board,Oshawa,2
2020-10-20,Durham District School Board,Oshawa,0
2020-10-20,Greater Essex County District School Board,Windsor,1
2020-10-20,Halton Catholic District School Board,Halton Hills,0
2020-10-20,Halton Catholic District School Board,Burlington,0
2020-10-20,Halton Catholic District School Board,Oakville,0
2020-10-20,Halton Catholic District School Board,Milton,0
2020-10-20,Halton Catholic District School Board,Halton Hills,0
2020-10-20,Halton Catholic District School Board,Halton Hills,0
2020-10-20,Halton District School Board,Halton Hills,0
2020-10-20,Halton District School Board,Burlington,0
2020-10-20,Halton District School Board,Burlington,0
2020-10-20,Halton District School Board,Oakville,0
2020-10-20,Halton District School Board,Milton,0
2020-10-20,Halton District School Board,Oakville,0
2020-10-20,Halton District School Board,Milton,0
2020-10-20,Halton District School Board,Burlington,0
2020-10-20,Halton District School Board,Oakville,0
2020-10-20,Halton District School Board,Halton Hills,0
2020-10-20,Halton District School Board,Oakville,0
2020-10-20,Halton District School Board,Burlington,0
2020-10-20,Halton District School Board,Oakville,0
2020-10-20,Halton District School Board,Oakville,0
2020-10-20,Halton District School Board,Oakville,0
2020-10-20,Halton District School Board,Oakville,0
2020-10-20,Hamilton Wentworth Catholic District School Board,Hamilton,1
2020-10-20,Hamilton Wentworth Catholic District School Board,Hamilton,1
2020-10-20,Hamilton Wentworth Catholic District School Board,Hamilton,0
2020-10-20,Hamilton Wentworth Catholic District School Board,Hamilton,0
2020-10-20,Hamilton Wentworth Catholic District School Board,Hamilton,0
2020-10-20,Hamilton Wentworth Catholic District School Board,Hamilton,1
2020-10-20,Hamilton Wentworth Catholic District School Board,Hamilton,1
2020-10-20,Hamilton Wentworth Catholic District School Board,Hamilton,2
2020-10-20,Hamilton Wentworth Catholic District School Board,Hamilton,1
2020-10-20,Hamilton Wentworth Catholic District School Board,Hamilton,0
2020-10-20,Hamilton Wentworth Catholic District School Board,Hamilton,3
2020-10-20,Hamilton Wentworth District School Board,Hamilton,3
2020-10-20,Hamilton Wentworth District School Board,Hamilton,1
2020-10-20,Hamilton Wentworth District School Board,Hamilton,0
2020-10-20,Hamilton Wentworth District School Board,Hamilton,1
