reported_date,school_board,municipality,confirmed_student_cases
2020-10-20,Hamilton Wentworth District School Board,Hamilton,0
2020-10-20,Hamilton Wentworth District School Board,Hamilton,0
2020-10-20,Hamilton Wentworth District School Board,Hamilton,0
2020-10-20,Hamilton Wentworth District School Board,Hamilton,1
2020-10-20,Hamilton Wentworth District School Board,Hamilton,2
2020-10-20,Hamilton Wentworth District School Board,Hamilton,0
2020-10-20,Hamilton Wentworth District School Board,Hamilton,0
2020-10-20,Hamilton Wentworth District School Board,Hamilton,1
2020-10-20,Kawartha Pine Ridge District School Board,Clarington,0
2020-10-20,Kawartha Pine Ridge District School Board,Clarington,0
2020-10-20,Lambton Kent District School Board,Sarnia,1
2020-10-20,Lambton Kent District School Board,St. Clair,1
2020-10-20,Lambton Kent District School Board,Sarnia,1
2020-10-20,Le Conseil scolaire catholique MonAvenir,Milton,1
2020-10-20,Le Conseil scolaire catholique MonAvenir,Toronto,2
2020-10-20,Le Conseil scolaire catholique MonAvenir,Niagara Falls,2
2020-10-20,Le Conseil scolaire catholique MonAvenir,Toronto,2
2020-10-20,Limestone District School Board,Kingston,1
2020-10-20,Limestone District School Board,Kingston,1
2020-10-20,Niagara Catholic District School Board,Grimsby,1
2020-10-20,Niagara Catholic District School Board,St. Catharines,1
2020-10-20,Niagara Catholic District School Board,Niagara Falls,2
2020-10-20,Niagara Catholic District School Board,St. Catharines,0
2020-10-20,Niagara Catholic District School Board,Niagara Falls,1
2020-10-20,Ottawa Catholic School Board,Ottawa,4
2020-10-20,Ottawa Catholic School Board,Ottawa,5
2020-10-20,Ottawa Catholic School Board,Ottawa,1
2020-10-20,Ottawa Catholic School Board,Ottawa,2
2020-10-20,Ottawa Catholic School Board,Ottawa,3
2020-10-20,Ottawa Catholic School Board,Ottawa,0
2020-10-20,Ottawa Catholic School Board,Ottawa,1
2020-10-20,Ottawa Catholic School Board,Ottawa,1
2020-10-20,Ottawa Catholic School Board,Ottawa,3
2020-10-20,Ottawa Catholic School Board,Ottawa,3
2020-10-20,Ottawa Catholic School Board,Ottawa,3
2020-10-20,Ottawa Catholic School Board,Ottawa,1
2020-10-20,Ottawa Catholic School Board,Ottawa,6
2020-10-20,Ottawa Catholic School Board,Ottawa,0
2020-10-20,Ottawa Catholic School Board,Ottawa,3
2020-10-20,Ottawa Catholic School Board,Ottawa,1
2020-10-20,Ottawa Catholic School Board,Ottawa,3
2020-10-20,Ottawa Catholic School Board,Ottawa,5
2020-10-20,Ottawa Catholic School Board,Ottawa,5
2020-10-20,Ottawa Catholic School Board,Ottawa,1
2020-10-20,Ottawa Catholic School Board,Ottawa,1
2020-10-20,Ottawa Catholic School Board,Ottawa,1
2020-10-20,Ottawa Catholic School Board,Ottawa,1
2020-10-20,Ottawa Catholic School Board,Ottawa,2
2020-10-20,Ottawa Catholic School Board,Ottawa,0
2020-10-20,Ottawa Catholic School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,2
2020-10-20,Ottawa-Carleton District School Board,Ottawa,4
2020-10-20,Ottawa-Carleton District School Board,Ottawa,2
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,0
2020-10-20,Ottawa-Carleton District School Board,Ottawa,0
2020-10-20,Ottawa-Carleton District School Board,Ottawa,5
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,0
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,0
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,0
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,2
2020-10-20,Ottawa-Carleton District School Board,Ottawa,4
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,0
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,0
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,3
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,2
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,2
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Ottawa-Carleton District School Board,Ottawa,6
2020-10-20,Ottawa-Carleton District School Board,Ottawa,0
2020-10-20,Ottawa-Carleton District School Board,Ottawa,1
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Caledon,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Caledon,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Brampton,0
2020-10-20,Peel District School Board,Mississauga,0
2020-10-20,Peterborough Victoria Northumberland & Clarington Catholic District School Board,Clarington,1
2020-10-20,Renfrew County District School Board,Bonnechere Valley,1
2020-10-20,Simcoe County District School Board,Barrie,0
2020-10-20,Simcoe County District School Board,Collingwood,0
2020-10-20,Simcoe County District School Board,Barrie,0
2020-10-20,Simcoe County District School Board,Essa Township,0
2020-10-20,Simcoe County District School Board,New Tecumseth,0
2020-10-20,Simcoe Muskoka Catholic District School Board,New Tecumseth,0
2020-10-20,Simcoe Muskoka Catholic District School Board,Tay Township,0
2020-10-20,Simcoe Muskoka Catholic District School Board,Barrie,0
2020-10-20,Simcoe Muskoka Catholic District School Board,Barrie,0
2020-10-20,Simcoe Muskoka Catholic District School Board,Bradford West Gwillimbury,0
2020-10-20,Simcoe Muskoka Catholic District School Board,Barrie,0
2020-10-20,Thames Valley District School Board,Strathroy-Caradoc,1
2020-10-20,Thames Valley District School Board,Thames Centre,1
2020-10-20,Thames Valley District School Board,London,1
2020-10-20,Thames Valley District School Board,London,1
2020-10-20,Thames Valley District School Board,London,1
2020-10-20,Toronto Catholic District School Board,Toronto,6
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,2
2020-10-20,Toronto Catholic District School Board,Toronto,3
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,2
2020-10-20,Toronto Catholic District School Board,Toronto,4
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,3
2020-10-20,Toronto Catholic District School Board,Toronto,5
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,2
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,3
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,2
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,2
2020-10-20,Toronto Catholic District School Board,Toronto,2
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,0
2020-10-20,Toronto Catholic District School Board,Toronto,2
2020-10-20,Toronto Catholic District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,2
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,3
2020-10-20,Toronto District School Board,Toronto,3
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,2
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,6
2020-10-20,Toronto District School Board,Toronto,2
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,2
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,2
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,3
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,5
2020-10-20,Toronto District School Board,Toronto,5
2020-10-20,Toronto District School Board,Toronto,2
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,3
2020-10-20,Toronto District School Board,Toronto,3
2020-10-20,Toronto District School Board,Toronto,3
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,3
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,2
2020-10-20,Toronto District School Board,Toronto,0
2020-10-20,Toronto District School Board,Toronto,2
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,3
2020-10-20,Toronto District School Board,Toronto,1
2020-10-20,Toronto District School Board,Toronto,0
